date,checkpoint_sec,mins_left,BS,LL,ACC,model,run_id,eval_type,saved_at
2026-02-04,3000,50,0.21845711470588233,0.6217175050438337,0.7058823529411765,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-04,2400,40,0.1764585905882353,0.5610561420311402,0.8235294117647058,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-04,1800,30,0.20854662352941175,0.6410185345969642,0.7058823529411765,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-04,1200,20,0.21183493294117647,0.7431772471787523,0.7647058823529411,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-04,600,10,0.17355726235300004,0.825798267458199,0.8235294117647058,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-04,120,2,0.21966068411782355,1.3675356390922437,0.7647058823529411,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-24,3000,50,0.20195907785714284,0.5948499392917389,0.7272727272727273,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-24,2400,40,0.17382074883116883,0.5253779875258844,0.7727272727272727,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-24,1800,30,0.14718404974025973,0.468246536859218,0.8246753246753247,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-24,1200,20,0.16474738448051948,0.5253912560765542,0.7857142857142857,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-24,600,10,0.17585736779224678,0.5771430494812986,0.7662337662337663,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-02-24,120,2,0.21487645948078576,1.026619381116047,0.7662337662337663,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-03-16,3000,50,0.20217383911949685,0.5879437222480982,0.7295597484276729,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-03-16,2400,40,0.16502776603773586,0.4980000574997104,0.7735849056603774,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-03-16,1800,30,0.1626607937106918,0.5091832983469857,0.779874213836478,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-03-16,1200,20,0.19332478811321382,0.6161366264451348,0.7169811320754716,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-03-16,600,10,0.19062084251577355,0.7508696904497609,0.7735849056603774,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-03-16,120,2,0.19753574113237105,1.470036392834767,0.7924528301886793,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-04-05,3000,50,0.18990063802197799,0.5590127923014278,0.6923076923076923,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-04-05,2400,40,0.1715443993406593,0.5157195924140355,0.8021978021978022,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-04-05,1800,30,0.166098182967033,0.511037727989875,0.7692307692307693,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-04-05,1200,20,0.17628206758241757,0.5789672603146171,0.7802197802197802,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-04-05,600,10,0.19168371065940662,0.8807666379908826,0.7692307692307693,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
2026-04-05,120,2,0.23578321340694502,1.4951622886976537,0.7472527472527473,hierarchical_sliding,20260424_184353,sliding,2026-04-24T18:43:53.260547
