date,checkpoint_sec,mins_left,BS,LL,ACC,model,run_id,eval_type,saved_at
2025-10-07,3000,50,0.19584208850340137,0.5777478090083129,0.7074829931972789,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-07,2400,40,0.17109401979591837,0.5215975725011619,0.782312925170068,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-07,1800,30,0.16889073564625853,0.5119137116191134,0.782312925170068,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-07,1200,20,0.14312084897959185,0.4672021714777143,0.7959183673469388,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-07,600,10,0.16177350170071428,0.5716768218860445,0.782312925170068,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-07,120,2,0.21506330700700002,1.061967037246693,0.7619047619047619,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-27,3000,50,0.22051918006756757,0.6311279166138454,0.6486486486486487,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-27,2400,40,0.19681945797297296,0.58645562917738,0.7094594594594594,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-27,1800,30,0.17986765195945945,0.5291248001251806,0.7364864864864865,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-27,1200,20,0.19993418513514186,0.6096232411827055,0.7094594594594594,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-27,600,10,0.2123097040540811,0.735279061635553,0.7162162162162162,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-10-27,120,2,0.23805913750018243,1.3242362871949607,0.7432432432432432,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-11-16,3000,50,0.17601916965517242,0.5308200402002888,0.7448275862068966,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-11-16,2400,40,0.16579209289655172,0.5034085988435246,0.7448275862068966,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-11-16,1800,30,0.1658272195172414,0.5185512551118637,0.7724137931034483,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-11-16,1200,20,0.1499461867586276,0.4944650401054289,0.8137931034482758,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-11-16,600,10,0.1642062237931793,0.6824244317647005,0.7931034482758621,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-11-16,120,2,0.19146490255202758,1.1022015539358505,0.7931034482758621,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-06,3000,50,0.17803678904761905,0.5402207603301213,0.7687074829931972,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-06,2400,40,0.18348061272108845,0.5735894627150078,0.7755102040816326,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-06,1800,30,0.13553015598639456,0.44754861044364347,0.8503401360544217,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-06,1200,20,0.1408041385714354,0.483624082016901,0.8299319727891157,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-06,600,10,0.16682780340143535,0.7475547436253305,0.7959183673469388,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-06,120,2,0.22125830544243538,1.403234285925212,0.7619047619047619,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-26,3000,50,0.20834318894039736,0.6055221434896148,0.7152317880794702,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-26,2400,40,0.182737030794702,0.5643828384981799,0.7615894039735099,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-26,1800,30,0.15290669801324502,0.49081020013871623,0.7947019867549668,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-26,1200,20,0.1596841049669139,0.5703636101872901,0.8145695364238411,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-26,600,10,0.19495773675501984,0.8616217933306028,0.7748344370860927,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2025-12-26,120,2,0.21199859721881453,1.4613073148397109,0.7748344370860927,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-01-15,3000,50,0.19549333568627453,0.5748844188829751,0.6993464052287581,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-01-15,2400,40,0.1670745133986928,0.50593477960606,0.7777777777777778,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-01-15,1800,30,0.16240149464052286,0.5211182552345806,0.7973856209150327,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-01-15,1200,20,0.17510513666667318,0.5837144437785702,0.7777777777777778,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-01-15,600,10,0.19776860542488892,0.8340008582486853,0.7647058823529411,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-01-15,120,2,0.24300756307217647,1.589741191540891,0.738562091503268,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-04,3000,50,0.21462148647058826,0.6127319071603888,0.6470588235294118,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-04,2400,40,0.17366207470588235,0.5552963037697362,0.8235294117647058,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-04,1800,30,0.20472040294117647,0.6400503624626865,0.7058823529411765,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-04,1200,20,0.21159906058823533,0.7452859233586718,0.7647058823529411,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-04,600,10,0.17198863,0.8457746438697906,0.8235294117647058,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-04,120,2,0.2201557505885294,1.957095048578781,0.7647058823529411,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-24,3000,50,0.2025971038311688,0.5963111909328055,0.7142857142857143,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
2026-02-24,2400,40,0.17413456311688313,0.5276358822356844,0.7857142857142857,team,20260425_144611,sliding,2026-04-25T14:46:11.911448
